32.502345269,31.707005847
53.426804033,68.777595982
61.530358026,62.562382298
47.475639635,71.546632234
59.81320787,87.230925134
55.142188414,78.211518271
52.211796692,79.64197305
39.299566694,59.171489322
48.105041692,75.331242297
52.550014443,71.300879887
45.419730145,55.165677146
54.351634881,82.478846757
44.164049497,62.008923246
58.168470717,75.392870426
56.727208057,81.436192159
48.955888566,60.723602441
44.687196231,82.892503731
60.297326851,97.379896862
45.618643773,48.847153317
38.816817537,56.877213186
66.189816607,83.878564665
65.416051745,118.591217303
47.481208608,57.251819462
41.575642617,51.39174408
51.845186906,75.380651665
59.370822011,74.765564032
57.310003438,95.455052923
63.615561251,95.229366018
46.737619408,79.05240617
50.556760149,83.432071421
52.223996086,63.358790317
35.567830048,41.412885304
42.436476944,76.61734128
58.16454011,96.769566426
57.504447615,74.084130117
45.440530725,66.588144414
61.89622268,77.768482418
33.093831736,50.719588912
36.436009511,62.124570818
37.675654861,60.81024665
44.555608383,52.682983366
43.318282632,58.569824718
50.073145632,82.905981485
43.870612645,61.424709804
62.997480748,115.244152801
32.669043763,45.570588823
40.166899009,54.084054796
53.575077532,87.994452758
33.864214972,52.725494376
64.707138666,93.576118693
38.119824027,80.166275447
44.502538065,65.101711571
40.599538385,65.56230126
41.720676356,65.280886921
51.088634678,73.434641546
55.078095905,71.139727859
41.377726535,79.102829684
62.494697427,86.52053844
49.203887541,84.742697808
41.102685187,59.358850249
41.182016105,61.684037525
50.186389495,69.847604158
52.378446219,86.098291206
50.135485486,59.108839268
33.644706006,69.899681644
39.557901223,44.862490711
56.130388817,85.498067779
57.362052133,95.536686846
60.269214394,70.25193442
35.678093889,52.721734965
31.588116998,50.392670135
53.660932262,63.642398776
46.682228649,72.247251069
43.107820219,57.812512976
70.346075615,104.257101585
44.492855881,86.642020319
57.504533303,91.486778
36.930076609,55.231660886
55.805733358,79.550436679
38.954769073,44.847124242
56.901214702,80.20752314
56.868900661,83.142749792
34.333124704,55.723489261
59.049741215,77.634182512
57.788223993,99.051414842
54.282328706,79.120646275
51.088719899,69.588897851
50.282836348,69.510503311
44.211741752,73.687564318
38.005488008,61.366904537
32.940479943,67.170655769
53.691639571,85.668203145
68.76573427,114.853871234
46.230966498,90.12357207
68.319360818,97.919821035
50.03017434,81.536990783
49.239765343,72.11183247
50.03957594,85.232007342
48.149858891,66.224957888
25.128484648,53.454394215
